CustomerID,Gender,Age,Annual Income (Rs),Spending Score (1-100)
307,Male,21,200,36
308,Female,32,41,20
309,Male,56,156,40
310,Female,51,110,48
311,Female,30,200,38
312,Female,58,126,37
313,Female,41,110,30
314,Male,52,36,67
315,Male,40,72,52
316,Male,45,99,60
317,Male,38,144,58
318,Male,42,134,45
319,Male,22,68,60
320,Female,48,64,17
321,Male,46,66,68
322,Female,19,168,13
323,Male,52,125,77
324,Female,50,128,50
325,Female,23,182,27
326,Male,47,29,72
327,Male,22,31,62
328,Female,46,69,54
329,Male,56,189,10
330,Male,51,67,72
331,Male,20,78,38
332,Female,48,113,43
333,Male,41,163,31
334,Female,19,182,79
335,Male,58,140,22
336,Female,55,42,72
337,Male,41,170,28
338,Male,46,101,59
339,Female,57,21,46
340,Female,29,162,67
341,Male,23,162,39
342,Female,19,151,68
343,Female,60,133,71
344,Female,52,128,50
345,Female,19,155,48
346,Female,48,162,22
347,Female,36,173,56
348,Female,38,200,29
349,Male,40,90,74
350,Male,42,145,41
351,Female,44,162,26
352,Male,60,40,30
353,Male,48,57,37
354,Female,60,23,19
355,Male,43,36,22
356,Male,52,162,67
357,Female,53,195,52
358,Male,27,171,20
359,Female,58,37,37
360,Female,23,38,51
361,Male,32,157,35
362,Male,54,21,23
363,Male,22,29,39
364,Male,40,142,13
365,Female,28,134,20
366,Male,30,92,15
367,Male,40,186,52
368,Male,36,91,31
369,Female,33,164,76
370,Male,33,117,54
371,Female,30,52,33
372,Female,33,121,72
373,Female,23,29,60
374,Female,35,155,17
375,Female,24,57,38
376,Female,48,69,73
377,Male,39,90,30
378,Male,39,116,40
379,Male,33,136,17
380,Female,27,40,41
381,Male,29,56,62
382,Female,60,89,32
383,Female,46,72,27
384,Male,39,77,43
385,Male,26,62,30
386,Female,51,169,21
387,Male,43,181,44
388,Female,28,18,15
389,Male,56,176,71
390,Male,26,134,19
391,Female,53,16,58
392,Male,26,109,39
393,Female,23,105,42
394,Male,40,97,37
395,Male,23,170,57
396,Female,36,21,40
397,Female,35,126,27
398,Female,51,16,13
399,Female,26,34,36
400,Female,35,45,28
401,Female,48,35,51
402,Female,32,191,35
403,Female,30,66,14
404,Female,39,147,64
405,Male,20,195,39
406,Female,52,107,33
407,Female,36,80,78
408,Female,59,171,17
409,Male,26,174,58
410,Male,35,26,66
411,Male,52,84,76
412,Male,24,75,76
413,Male,48,179,53
414,Female,29,69,74
415,Male,57,89,64
416,Female,26,129,53
417,Male,53,200,34
418,Female,36,101,64
419,Male,31,111,76
420,Female,19,182,60
421,Male,46,30,59
422,Female,58,24,59
423,Female,27,77,51
424,Female,30,56,52
425,Male,21,73,29
426,Male,45,35,66
427,Female,35,113,69
428,Female,29,36,22
429,Female,19,153,59
430,Female,49,87,36
431,Male,27,41,44
432,Female,59,36,65
433,Female,49,86,75
434,Male,45,28,24
435,Male,60,185,75
436,Male,31,80,65
437,Female,47,170,58
438,Male,51,79,26
439,Male,35,196,22
440,Female,28,43,25
441,Male,30,163,65
442,Female,34,123,26
443,Female,26,146,39
444,Female,32,169,62
445,Male,36,118,54
446,Female,47,88,80
447,Female,46,190,75
448,Female,59,169,58
449,Female,21,159,73
450,Male,52,106,78
451,Male,43,87,76
452,Male,31,144,37
453,Male,22,45,35
454,Female,28,122,46
455,Male,26,177,65
456,Female,59,48,15
457,Male,44,53,17
458,Female,48,151,39
459,Female,37,139,78
460,Female,37,83,35
461,Female,37,87,12
462,Male,44,37,35
463,Male,51,98,20
464,Female,49,84,76
465,Male,54,189,50
466,Female,40,154,20
467,Male,27,59,80
468,Female,31,23,52
469,Male,39,179,36
470,Male,31,98,18
471,Male,21,156,12
472,Female,27,39,55
473,Male,46,88,61
474,Male,24,21,40
475,Male,41,77,14
476,Male,41,167,10
477,Female,25,147,41
478,Male,60,171,10
479,Female,32,137,13
480,Male,47,133,40
481,Male,25,108,14
482,Male,50,183,25
483,Male,36,86,14
484,Male,52,62,40
485,Male,36,161,36
486,Male,19,167,35
487,Male,57,190,61
488,Female,30,109,33
489,Female,41,182,53
490,Male,51,40,51
491,Female,50,141,39
492,Male,19,149,10
493,Male,45,133,32
494,Male,23,41,70
495,Female,45,16,28
496,Female,49,147,63
497,Female,25,42,59
498,Male,47,88,45
499,Female,41,108,33
500,Female,31,178,46
501,Female,41,100,75
502,Female,51,103,12
503,Female,58,43,10
504,Female,20,121,39
505,Male,31,40,40
506,Female,42,137,60
507,Male,57,173,17
508,Female,30,29,69
509,Female,36,97,46
510,Male,47,32,15
511,Female,24,22,21
512,Female,27,73,11
513,Female,40,112,69
514,Male,34,37,45
515,Male,32,141,29
516,Male,25,149,64
517,Female,46,170,71
518,Female,48,135,49
519,Male,36,41,58
520,Male,50,194,55
521,Male,27,33,60
522,Female,21,119,35
523,Female,60,161,49
524,Male,40,63,75
525,Male,25,54,36
526,Female,56,111,21
527,Male,20,181,41
528,Female,55,93,36
529,Male,34,83,43
530,Male,27,156,28
531,Female,33,71,30
532,Male,48,152,77
533,Female,33,189,22
534,Male,45,18,49
535,Female,47,108,63
536,Male,36,135,68
537,Male,22,175,38
538,Female,40,48,57
539,Male,28,153,54
540,Male,30,82,15
541,Female,27,62,67
542,Male,30,83,45
543,Female,55,186,18
544,Male,45,81,64
545,Male,49,139,23
546,Female,31,89,79
547,Male,46,200,44
548,Female,45,146,79
549,Male,51,78,11
550,Male,60,160,62
551,Male,58,141,59
552,Female,19,54,18
553,Female,25,158,73
554,Male,49,136,61
555,Male,40,190,39
556,Male,54,64,72
557,Female,52,29,20
558,Female,36,24,71
559,Female,41,129,11
560,Female,60,168,36
561,Male,37,198,77
562,Male,22,155,22
563,Male,34,112,61
564,Male,31,52,67
565,Female,40,65,11
566,Male,19,58,28
567,Male,42,163,80
568,Female,33,157,64
569,Male,35,33,41
570,Male,48,35,18
571,Male,19,117,48
572,Female,20,57,13
573,Female,50,122,45
574,Male,59,182,14
575,Male,49,71,14
576,Female,56,76,75
577,Female,37,81,64
578,Female,27,58,48
579,Male,24,101,62
580,Male,35,177,14
581,Female,31,64,29
582,Female,25,62,38
583,Male,48,93,48
584,Male,20,127,27
585,Male,46,112,15
586,Male,26,29,55
587,Male,40,25,38
588,Male,32,52,45
589,Male,58,28,69
590,Female,30,166,35
591,Male,59,76,73
592,Female,58,80,63
593,Female,33,42,46
594,Female,21,83,71
595,Female,40,106,39
596,Male,60,20,77
597,Female,22,150,61
598,Female,31,95,56
599,Female,25,64,32
600,Female,20,180,13
601,Female,44,35,71
602,Male,59,191,76
603,Female,34,51,19
604,Female,24,124,75
605,Female,32,185,80
606,Male,29,106,72
607,Male,40,34,32
608,Male,38,139,12
609,Male,41,107,63
610,Male,28,81,43
611,Female,56,149,64
612,Male,50,196,62
613,Female,31,35,52
614,Female,22,50,18
615,Female,57,154,45
616,Male,60,142,73
617,Female,37,32,78
618,Male,23,157,28
619,Female,56,101,65
620,Male,28,26,71
621,Male,22,198,73
622,Male,21,169,28
623,Male,50,63,69
624,Female,29,180,15
625,Male,37,55,38
626,Female,50,84,71
627,Female,39,35,41
628,Female,57,170,47
629,Male,50,59,11
630,Female,42,139,31
631,Male,38,191,15
632,Male,26,177,43
633,Female,28,113,35
634,Female,53,84,34
635,Female,58,95,21
636,Female,59,60,55
637,Female,39,83,38
638,Male,30,66,41
639,Female,32,93,27
640,Male,51,52,46
641,Male,47,164,44
642,Female,33,67,23
643,Male,24,94,56
644,Female,31,18,78
645,Female,30,70,62
646,Female,30,154,16
647,Female,29,85,10
648,Male,45,164,73
649,Female,50,118,67
650,Female,19,100,32
651,Male,56,39,71
652,Female,24,72,25
653,Male,34,104,54
654,Male,56,49,38
655,Female,44,148,56
656,Female,35,158,77
657,Female,48,132,64
658,Male,41,160,30
659,Male,59,25,61
660,Female,34,183,38
661,Male,38,172,43
662,Female,36,130,69
663,Male,32,31,19
664,Female,31,36,19
665,Male,33,33,54
666,Female,32,39,72
667,Male,52,81,78
668,Male,19,35,64
669,Female,60,137,60
670,Female,60,151,34
671,Female,35,40,37
672,Male,37,66,37
673,Female,44,51,28
674,Male,25,52,46
675,Female,41,91,35
676,Male,50,98,42
677,Female,33,153,31
678,Female,37,110,64
679,Female,48,118,68
680,Male,25,71,20
681,Female,19,179,74
682,Male,35,85,25
683,Male,49,78,66
684,Female,35,58,52
685,Female,20,87,31
686,Male,60,37,43
687,Female,39,66,79
688,Female,42,88,15
689,Female,56,180,71
690,Female,25,20,33
691,Male,55,179,30
692,Female,32,150,68
693,Female,42,184,21
694,Male,39,87,35
695,Female,25,69,30
696,Female,33,72,43
697,Male,43,184,20
698,Male,46,55,21
699,Female,47,174,25
700,Male,57,100,49
701,Male,23,33,44
702,Female,56,75,68
703,Female,43,133,80
704,Male,32,88,30
705,Female,22,67,54
706,Male,46,78,54
707,Male,41,193,41
708,Female,54,173,76
709,Male,41,48,23
710,Female,20,184,37
711,Male,24,127,37
712,Male,43,193,17
713,Male,51,161,41
714,Female,36,91,39
715,Female,57,71,48
716,Male,47,135,55
717,Female,55,159,11
718,Female,39,166,76
719,Female,33,37,62
720,Male,50,47,60
721,Female,24,133,23
722,Female,54,158,62
723,Female,55,65,12
724,Male,40,161,66
725,Male,52,20,62
726,Male,19,135,10
727,Female,25,159,51
728,Male,25,199,45
729,Male,56,57,37
730,Male,24,33,44
731,Male,19,98,18
732,Female,34,76,39
733,Male,39,35,68
734,Female,48,87,30
735,Male,36,36,57
736,Male,41,67,63
737,Female,19,32,59
738,Male,48,180,22
739,Male,48,61,63
740,Female,60,85,26
741,Male,41,46,23
742,Female,21,25,34
743,Female,60,36,20
744,Male,53,166,78
745,Male,32,66,23
746,Female,33,110,57
747,Male,33,46,11
748,Male,41,139,57
749,Male,38,187,68
750,Female,33,63,38
751,Female,46,92,76
752,Male,54,28,61
753,Female,33,199,18
754,Male,42,42,48
755,Male,35,65,39
756,Male,32,26,24
757,Male,48,99,40
758,Female,36,133,25
759,Female,56,23,12
760,Female,26,139,18
761,Female,48,119,62
762,Female,52,120,12
763,Male,53,51,14
764,Male,58,200,21
765,Female,41,196,44
766,Male,24,134,60
767,Female,34,198,77
768,Male,33,50,64
769,Female,40,65,78
770,Female,28,49,75
771,Female,60,68,55
772,Male,43,143,63
773,Female,38,95,41
774,Female,48,136,43
775,Female,34,125,56
776,Male,38,55,19
777,Female,44,132,41
778,Male,26,66,69
779,Male,28,119,48
780,Female,32,59,54
781,Female,60,20,49
782,Male,60,61,73
783,Male,31,61,68
784,Male,54,79,17
785,Female,20,53,13
786,Male,21,89,75
787,Male,50,85,15
788,Female,21,152,40
789,Female,27,21,18
790,Male,45,137,41
791,Female,47,108,22
792,Female,54,130,26
793,Male,49,125,46
794,Male,36,113,19
795,Male,58,104,75
796,Female,21,96,45
797,Male,40,31,56
798,Male,19,130,43
799,Female,55,176,24
800,Male,21,25,79
801,Female,36,39,27
802,Male,57,35,67
803,Male,35,64,16
804,Female,38,164,51
805,Male,42,40,55
806,Female,39,125,61
807,Female,39,111,54
808,Male,39,44,62
809,Female,49,145,10
810,Male,24,169,46
811,Male,34,121,16
812,Male,23,83,49
813,Male,28,179,66
814,Male,24,154,25
815,Female,42,153,56
816,Male,47,19,72
817,Female,21,93,55
818,Male,32,86,73
819,Male,44,24,31
820,Male,57,37,73
821,Male,49,50,33
822,Male,21,26,54
823,Male,38,156,54
824,Male,58,27,46
825,Male,41,170,79
826,Female,49,186,18
827,Male,19,45,38
828,Male,44,65,79
829,Female,59,74,24
830,Male,32,149,39
831,Male,56,82,13
832,Male,41,133,20
833,Male,53,65,67
834,Female,23,155,67
835,Male,52,84,38
836,Female,55,91,23
837,Male,36,165,40
838,Female,33,82,46
839,Male,23,144,27
840,Male,22,138,28
841,Female,56,70,62
842,Female,51,169,20
843,Male,50,167,14
844,Female,33,24,28
845,Male,43,55,38
846,Female,28,98,59
847,Male,20,189,43
848,Male,23,16,30
849,Female,37,110,62
850,Male,36,88,73
851,Female,24,190,65
852,Male,37,33,33
853,Female,48,152,79
854,Male,59,134,36
855,Female,49,94,50
856,Male,51,22,42
857,Male,22,113,12
858,Female,60,62,79
859,Male,59,25,76
860,Male,46,28,35
861,Male,27,131,18
862,Female,21,98,79
863,Male,33,136,21
864,Female,52,193,14
865,Male,31,94,66
866,Male,21,58,56
867,Female,57,77,76
868,Male,28,44,78
869,Male,44,53,33
870,Male,40,155,17
871,Female,31,125,15
872,Female,31,85,16
873,Female,32,45,44
874,Female,48,40,80
875,Female,25,155,40
876,Female,51,176,75
877,Male,30,88,41
878,Female,58,42,48
879,Male,32,32,70
880,Male,22,145,60
881,Male,35,130,57
882,Female,22,86,12
883,Female,42,111,54
884,Female,40,179,13
885,Male,57,41,71
886,Male,47,155,43
887,Female,28,96,65
888,Female,39,87,52
889,Male,54,53,71
890,Female,37,155,16
891,Female,29,32,44
892,Female,20,87,48
893,Female,31,72,20
894,Male,22,57,38
895,Male,30,35,25
896,Female,39,29,69
897,Male,28,122,72
898,Male,22,26,41
899,Female,47,15,16
900,Male,35,23,47
901,Male,58,133,16
902,Male,32,65,32
903,Male,42,98,44
904,Female,44,65,15
905,Male,47,153,61
906,Male,59,76,41
907,Female,28,67,57
908,Female,58,75,20
909,Female,55,42,73
910,Male,39,18,23
911,Male,39,114,80
912,Male,36,39,79
913,Male,50,99,73
914,Female,46,81,21
915,Female,53,75,36
916,Male,35,168,50
917,Female,28,20,80
918,Female,46,124,42
919,Female,56,147,25
920,Female,38,42,39
921,Female,25,15,16
922,Male,21,166,19
923,Female,59,69,64
924,Male,34,162,56
925,Female,55,49,18
926,Female,55,70,61
927,Male,33,162,26
928,Male,33,193,42
929,Male,32,40,39
930,Male,21,59,52
931,Female,20,114,42
932,Male,57,45,37
933,Male,54,30,10
934,Male,23,69,76
935,Female,32,33,35
936,Female,38,69,79
937,Male,28,56,42
938,Male,34,61,39
939,Female,54,52,69
940,Female,45,85,61
941,Female,25,91,21
942,Male,32,46,45
943,Male,50,73,53
944,Male,38,16,37
945,Female,19,172,69
946,Male,45,64,80
947,Male,52,65,76
948,Female,36,111,49
949,Female,34,128,49
950,Female,19,128,60
951,Male,41,95,49
952,Male,39,199,77
953,Female,43,190,49
954,Male,40,30,12
955,Male,32,93,51
956,Female,23,113,36
957,Male,55,94,65
958,Female,21,191,29
959,Male,22,111,61
960,Female,51,186,26
961,Female,50,63,80
962,Male,57,186,30
963,Male,26,139,75
964,Female,58,28,65
965,Female,34,113,30
966,Male,42,60,10
967,Female,34,127,75
968,Male,40,150,14
969,Female,43,131,32
970,Male,57,42,34
971,Male,32,18,23
972,Male,21,179,70
973,Female,41,163,33
974,Female,27,176,14
975,Male,40,174,13
976,Female,35,48,10
977,Female,53,177,80
978,Male,60,180,26
979,Male,20,96,16
980,Female,59,124,22
981,Female,40,177,24
982,Female,32,200,63
983,Female,24,100,39
984,Male,49,34,12
985,Male,31,176,76
986,Male,52,169,29
987,Female,25,69,22
988,Female,54,78,49
989,Male,28,140,47
990,Male,35,188,34
991,Male,19,39,52
992,Male,55,44,67
993,Male,51,81,14
994,Male,54,21,37
995,Male,30,102,33
996,Female,37,42,34
997,Female,53,66,34
998,Male,56,186,77
999,Female,59,108,25
1000,Male,33,106,66
