CustomerID,Gender,Age,Annual Income (Rs),Spending Score (1-100)
228,Female,30,80,63
229,Female,47,71,39
230,Male,36,107,51
231,Male,39,27,73
232,Male,45,66,39
233,Female,39,177,77
234,Female,27,18,62
235,Female,53,122,67
236,Female,35,119,61
237,Female,25,57,25
238,Male,34,132,23
239,Male,38,21,32
240,Female,49,186,12
241,Female,20,122,43
242,Female,53,82,17
243,Male,34,182,15
244,Male,33,51,61
245,Male,27,103,20
246,Male,44,120,11
247,Male,26,106,63
248,Male,50,124,50
249,Female,53,73,39
250,Male,30,118,10
251,Female,49,77,16
252,Female,39,115,13
253,Male,25,37,56
254,Male,55,152,49
255,Female,31,75,23
256,Female,41,82,55
257,Male,34,168,40
258,Female,55,48,28
259,Male,53,33,43
260,Female,42,19,36
261,Female,51,65,43
262,Female,26,36,55
263,Female,30,153,30
264,Female,20,19,64
265,Female,54,45,55
266,Male,22,200,44
267,Female,56,120,74
268,Female,20,73,11
269,Male,25,161,24
270,Female,53,106,38
271,Female,20,111,55
272,Female,21,40,18
273,Female,48,109,68
274,Female,37,119,48
275,Male,33,200,20
276,Female,24,129,20
277,Male,33,82,18
278,Female,53,156,77
279,Female,54,133,66
280,Female,60,175,53
281,Female,60,35,56
282,Male,58,64,29
283,Female,27,44,48
284,Male,54,152,77
285,Female,29,141,74
286,Female,30,15,50
287,Male,39,35,28
288,Male,36,109,74
289,Male,26,187,66
290,Male,41,192,52
291,Male,52,36,12
292,Male,27,62,62
293,Female,57,41,25
294,Male,21,68,71
295,Male,34,128,63
296,Male,23,23,76
297,Male,33,39,73
298,Male,20,151,58
299,Female,32,85,18
300,Male,36,81,80
301,Male,26,166,27
302,Male,24,15,30
303,Female,42,96,10
304,Male,40,194,54
305,Female,24,31,23
306,Female,21,70,47
307,Female,33,181,64
308,Male,47,53,26
309,Female,58,28,28
310,Male,44,184,71
311,Female,49,199,72
312,Female,35,125,29
313,Male,24,19,16
314,Male,28,123,12
315,Female,42,66,22
316,Male,26,164,59
317,Female,38,168,76
318,Female,30,70,41
319,Female,49,125,32
320,Female,34,104,30
321,Female,40,70,67
322,Male,22,116,27
323,Female,54,49,57
324,Female,23,65,72
325,Female,21,95,28
326,Male,41,47,22
327,Male,38,156,22
328,Female,52,121,33
329,Female,57,96,70
330,Male,50,60,26
331,Female,51,36,36
332,Female,46,24,74
333,Female,44,111,27
334,Female,31,138,44
335,Male,20,159,10
336,Female,44,162,32
337,Female,51,119,40
338,Male,51,124,52
339,Male,51,66,41
340,Male,27,149,43
341,Female,20,181,34
342,Male,41,170,78
343,Male,39,153,77
344,Female,29,36,59
345,Female,37,87,24
346,Female,30,113,31
347,Female,30,79,30
348,Female,51,96,30
349,Male,29,168,10
350,Female,32,100,40
351,Male,42,33,53
352,Male,33,39,74
353,Female,52,136,44
354,Female,49,181,45
355,Female,39,119,79
356,Female,38,195,53
357,Male,47,107,20
358,Male,42,184,24
359,Female,55,165,48
360,Male,53,110,55
361,Male,22,21,46
362,Female,60,122,38
363,Female,40,183,36
364,Female,54,34,29
365,Male,44,36,77
366,Male,31,112,77
367,Male,55,59,32
368,Male,23,60,66
369,Male,37,170,24
370,Male,50,16,35
371,Female,41,82,79
372,Female,46,141,68
373,Male,39,181,58
374,Female,41,148,74
375,Female,60,59,27
376,Male,45,48,56
377,Male,56,112,19
378,Female,30,105,51
379,Female,46,15,61
380,Female,40,24,55
381,Male,47,25,26
382,Female,20,130,32
383,Female,39,191,18
384,Male,43,194,43
385,Female,46,194,35
386,Female,55,72,13
387,Female,28,177,45
388,Female,44,56,56
389,Male,23,107,72
390,Female,58,104,27
391,Male,29,100,45
392,Female,22,21,75
393,Male,54,122,65
394,Male,43,148,25
395,Female,29,62,66
396,Male,21,29,76
397,Female,57,137,20
398,Female,32,81,72
399,Male,22,134,30
400,Male,49,83,40
401,Male,43,99,69
402,Male,41,24,51
403,Male,44,82,60
404,Male,41,167,46
405,Female,29,43,66
406,Male,39,167,14
407,Male,29,137,17
408,Female,37,47,73
409,Male,32,51,32
410,Female,26,159,31
411,Male,58,168,80
412,Male,30,151,40
413,Female,31,57,80
414,Male,22,183,45
415,Male,20,145,47
416,Female,46,153,77
417,Female,37,32,49
418,Female,27,80,62
419,Male,57,142,66
420,Female,19,59,77
421,Male,19,105,62
422,Male,31,152,16
423,Male,27,56,19
424,Male,41,29,19
425,Male,51,111,29
426,Female,44,83,37
427,Male,36,49,12
428,Female,34,58,23
429,Male,28,96,29
430,Male,29,102,65
431,Male,60,17,32
432,Female,48,99,10
433,Female,49,88,30
434,Male,53,56,48
435,Female,42,106,66
436,Female,51,188,32
437,Male,50,129,65
438,Male,51,123,14
439,Male,22,115,79
440,Female,32,40,78
441,Female,51,101,51
442,Female,51,36,23
443,Female,49,52,67
444,Female,59,72,54
445,Female,34,185,14
446,Male,44,98,79
447,Male,49,195,33
448,Female,35,40,79
449,Female,34,157,60
450,Male,53,112,54
451,Female,32,41,45
452,Male,36,190,22
453,Female,52,156,54
454,Female,57,194,23
455,Female,27,180,22
456,Male,36,129,13
457,Male,35,169,27
458,Male,33,154,34
459,Male,42,147,42
460,Male,48,54,44
461,Female,19,193,43
462,Female,53,91,33
463,Male,41,197,64
464,Male,28,183,35
465,Female,60,96,26
466,Female,53,31,38
467,Male,25,15,17
468,Male,28,69,60
469,Female,37,159,13
470,Female,58,71,61
471,Male,38,158,50
472,Male,55,79,69
473,Male,27,72,73
474,Female,45,107,15
475,Male,54,64,39
476,Male,23,123,48
477,Female,43,168,55
478,Female,26,160,56
479,Female,22,186,25
480,Male,56,76,40
481,Male,59,139,14
482,Female,26,51,16
483,Female,55,70,36
484,Female,21,93,28
485,Female,43,199,79
486,Female,35,60,29
487,Male,22,72,69
488,Female,59,175,25
489,Male,39,121,71
490,Female,51,171,18
491,Male,46,182,33
492,Female,32,70,48
493,Female,58,176,15
494,Female,41,84,30
495,Female,26,178,19
496,Male,47,94,73
497,Male,21,110,59
498,Male,53,29,70
499,Female,27,57,78
500,Female,49,107,32
501,Female,50,180,24
502,Female,53,190,60
503,Male,49,92,61
504,Female,49,22,64
505,Female,40,107,29
506,Female,29,132,76
507,Male,26,61,40
508,Female,39,143,27
509,Female,44,164,33
510,Male,19,189,60
511,Female,30,28,28
512,Male,23,116,56
513,Male,31,160,74
514,Male,44,65,30
515,Female,45,192,29
516,Female,36,180,75
517,Male,26,24,64
518,Male,49,196,73
519,Male,25,81,76
520,Male,27,169,22
521,Male,51,86,11
522,Female,56,36,55
523,Male,39,159,55
524,Male,25,61,21
525,Male,35,96,41
526,Female,34,171,37
527,Female,40,49,62
528,Male,43,132,28
529,Male,39,174,24
530,Male,31,173,38
531,Female,25,176,51
532,Female,29,165,38
533,Female,29,100,43
534,Male,55,104,61
535,Female,21,74,56
536,Female,19,160,31
537,Male,49,52,22
538,Male,49,32,27
539,Male,48,71,34
540,Female,34,131,11
541,Female,52,187,32
542,Male,32,81,65
543,Female,27,192,50
544,Male,44,97,11
545,Female,53,142,29
546,Male,53,20,73
547,Female,32,113,11
548,Female,30,180,30
549,Male,47,133,42
550,Female,43,97,65
551,Male,60,164,75
552,Female,42,183,55
553,Female,52,67,35
554,Female,59,101,19
555,Female,41,184,50
556,Male,35,62,27
557,Female,46,77,28
558,Female,28,88,66
559,Female,51,74,63
560,Female,49,107,72
561,Male,26,22,26
562,Female,43,28,36
563,Female,43,147,60
564,Male,46,20,26
565,Male,55,34,16
566,Male,36,16,36
567,Male,39,118,40
568,Female,50,179,76
569,Female,21,145,32
570,Male,43,59,34
571,Male,51,150,38
572,Male,21,84,54
573,Male,55,62,35
574,Female,25,96,41
575,Male,37,141,11
576,Male,39,82,24
577,Male,44,20,17
578,Male,60,31,31
579,Female,23,73,25
580,Male,59,16,62
581,Male,20,187,50
582,Female,41,84,41
583,Female,50,73,55
584,Male,40,81,73
585,Female,29,90,25
586,Female,19,139,45
587,Male,27,93,49
588,Male,43,21,75
589,Male,48,157,46
590,Male,30,164,35
591,Male,47,19,28
592,Female,28,41,48
593,Female,19,199,20
594,Male,24,76,35
595,Female,21,16,43
596,Male,32,184,77
597,Female,32,183,30
598,Female,22,163,75
599,Male,41,127,38
600,Male,43,158,12
601,Male,28,106,25
602,Female,52,79,15
603,Male,24,75,57
604,Female,24,23,80
605,Male,53,146,76
606,Female,47,130,58
607,Female,28,59,38
608,Female,29,103,78
609,Female,24,60,34
610,Female,44,106,34
611,Female,49,56,64
612,Male,48,130,24
613,Female,20,138,56
614,Female,45,67,21
615,Female,42,78,63
616,Female,51,39,20
617,Female,49,128,20
618,Female,25,92,13
619,Female,39,92,33
620,Female,41,32,76
621,Male,44,65,63
622,Male,52,75,53
623,Male,48,157,71
624,Male,44,54,63
625,Female,56,33,24
626,Male,59,169,20
627,Male,53,119,52
628,Male,42,142,46
629,Male,27,90,73
630,Male,43,38,22
631,Female,46,176,23
632,Female,25,27,62
633,Male,28,196,31
634,Male,55,24,32
635,Male,19,163,52
636,Female,53,19,21
637,Female,40,26,78
638,Female,49,29,71
639,Male,30,77,66
640,Female,52,87,28
641,Male,31,33,20
642,Female,41,85,63
643,Female,52,108,46
644,Female,29,101,72
645,Female,43,44,17
646,Female,31,81,44
647,Male,36,74,62
648,Male,60,153,35
649,Female,39,106,33
650,Female,30,21,48
651,Male,60,190,30
652,Female,25,139,80
653,Female,23,146,69
654,Female,45,149,25
655,Female,34,32,46
656,Female,51,159,62
657,Male,60,19,76
658,Male,32,55,31
659,Male,51,88,27
660,Male,25,55,16
661,Male,21,57,10
662,Male,55,123,53
663,Male,36,43,20
664,Male,48,85,17
665,Male,25,81,74
666,Female,35,147,44
667,Female,46,49,28
668,Female,25,177,62
669,Male,53,139,38
670,Male,39,76,59
671,Female,22,89,64
672,Female,37,103,47
673,Male,32,113,66
674,Female,33,176,32
675,Female,39,152,58
676,Male,28,110,79
677,Male,48,63,63
678,Male,23,38,51
679,Male,43,132,29
680,Male,39,166,36
681,Male,45,86,63
682,Female,60,148,18
683,Female,44,173,41
684,Male,21,76,76
685,Male,25,181,33
686,Male,37,91,33
687,Male,55,199,27
688,Female,29,80,41
689,Female,40,80,55
690,Male,59,71,53
691,Female,25,91,79
692,Male,21,164,62
693,Male,39,17,23
694,Female,26,35,38
695,Male,43,78,36
696,Female,44,77,20
697,Female,33,195,18
698,Male,32,78,13
699,Male,37,55,56
700,Male,52,59,15
701,Female,53,76,35
702,Male,35,29,43
703,Female,40,167,28
704,Female,47,24,69
705,Male,38,23,59
706,Male,47,178,67
707,Male,36,21,12
708,Male,26,177,62
709,Male,53,30,10
710,Female,24,116,14
711,Female,52,121,20
712,Female,53,41,39
713,Male,28,70,67
714,Male,35,150,29
715,Male,46,51,78
716,Male,56,20,13
717,Male,51,176,58
718,Female,57,57,11
719,Male,44,186,55
720,Female,26,52,20
721,Male,49,121,73
722,Male,53,95,73
723,Male,32,143,47
724,Male,45,127,67
725,Female,47,93,60
726,Male,34,86,30
727,Male,41,65,65
728,Male,22,161,69
729,Male,35,182,34
730,Female,20,145,80
731,Male,31,140,41
732,Male,39,30,29
733,Female,29,64,20
734,Male,54,127,72
735,Female,22,62,21
736,Male,48,105,64
737,Male,36,67,50
738,Female,59,15,48
739,Female,37,162,29
740,Male,34,96,73
741,Female,20,132,52
742,Male,31,197,17
743,Female,48,39,66
744,Female,20,105,33
745,Female,33,20,34
746,Female,40,94,18
747,Female,28,71,24
748,Female,46,126,33
749,Female,53,197,74
750,Female,32,198,46
751,Female,20,32,20
752,Male,58,180,15
753,Female,49,137,31
754,Female,41,75,48
755,Male,51,167,49
756,Male,42,86,31
757,Male,58,56,24
758,Male,21,182,73
759,Female,39,26,45
760,Female,26,96,60
761,Female,21,95,76
762,Male,30,199,59
763,Male,35,178,24
764,Male,27,108,77
765,Female,46,182,80
766,Female,56,16,34
767,Female,36,168,70
768,Female,48,64,55
769,Female,39,48,15
770,Female,60,185,39
771,Female,36,149,77
772,Female,24,58,19
773,Female,23,140,23
774,Female,35,78,21
775,Female,27,95,18
776,Female,28,188,42
777,Female,52,36,62
778,Female,27,142,17
779,Female,48,149,37
780,Female,55,96,68
781,Female,22,111,10
782,Female,38,112,41
783,Female,31,177,71
784,Female,23,97,77
785,Female,37,129,15
786,Male,41,81,33
787,Female,27,182,23
788,Female,53,146,78
789,Female,41,184,35
790,Female,43,103,47
791,Male,37,57,38
792,Male,30,63,13
793,Female,57,140,13
794,Male,37,172,61
795,Male,23,79,76
796,Male,48,42,21
797,Female,24,121,11
798,Female,41,99,65
799,Female,29,140,52
800,Female,48,122,54
